"COUNTRY","DELIVERY_SITE_ID","DELIVERY_SITE_NAME","DELIVERY_SITE_STATUS","ESTIMATED_TIME_TO_DELIVERY_SITE","HEALTH_FACILITY_COUNTRY","HEALTH_FACILITY_GROUP","HEALTH_FACILITY_ID","HEALTH_FACILITY_KEY","HEALTH_FACILITY_LOCALITY","HEALTH_FACILITY_NAME","HEALTH_FACILITY_REGION","HEALTH_FACILITY_STATUS","IS_DIRECT_DELIVERY_SITE","NEST_ID","NEST_NAME"
"GH",2557,"Nkonya CHPS","ready_for_operations",812,"Ghana","CHPS without a midwife, Family Planning Facilities, Sefwi Wiawso Facilities",402,"3c4287222f0765ff63ee265a77d801cc","Sefwi Wiawso","Nkonya CHPS (Sefwi Wiawso)","Western North","Operationalized","true",9,"GH4 Sefwi Wiawso"
"GH",4142,"Bronikrom CHPS","ready_for_operations",1843,"Ghana","CHPS without a midwife, Family Planning Facilities, Sefwi Akontombra Facilities",35,"499a3ba9c5c871a9b3536492fe456bf3","Sefwi Akontombra","Bronikrom CHPS","Western North","Suspended partially","true",9,"GH4 Sefwi Wiawso"
"GH",2595,"Nipankyeremia CHPS","ready_for_operations",1618,"Ghana","CHPS without a midwife",261,"31693956063d092001abde3fbb7d60f8","Amansie South","Nipankyeremia CHPS","Ashanti","Operationalized","true",9,"GH4 Sefwi Wiawso"
"GH",4372,"Mansiso CHPS","ready_for_operations",3290,"Ghana","CHPS without a midwife, Family Planning Facilities",383,"80cfc6e4872ea524fc615c4ab2fb7f48","Wassa Amenfi East","Mansiso CHPS","Western","Operationalized","true",9,"GH4 Sefwi Wiawso"
"GH",204,"Wurapong CHPS-GH1","ready_for_operations",1187,"Ghana","CHPS without midwife, Eastern",634,"ab664005e2c0bb5ba5c008243cdb729e","Yilo Krobo","Wurapong CHPS","Eastern","Suspended partially","true",5,"GH1 Omenako"
"GH",3840,"Amponsah CHPS","ready_for_operations",2383,"Ghana","CHPS without midwife",683,"2c37ee5dfa8cf3c6d25d70ba1a444f83","Agona West","Amponsah CHPS","Central","Operationalized","true",5,"GH1 Omenako"
"GH",27,"Suhum Government Hospital","inactive",720,"","CHPS without midwife, Eastern",25,"51ab297cc772766383e1ad60b5ac9516","Suhum","Suhum CHPS","Eastern","Operationalized","false",5,"GH1 Omenako"
"GH",645,"Asenema CHPS","ready_for_operations",1636,"","CHPS without midwife, Eastern, OKERE DISTRICT",131,"e8b488fe1da150ff1a16b3be5e1ed11f","Okere","Asenema CHPS-OKERE","Eastern","Operationalized","true",5,"GH1 Omenako"
"GH",3681,"Aframase CHPS","ready_for_operations",1972,"","CHPS without midwife, Eastern",167,"f0ba02d956bedd67220ed54e9af18720","Upper Manya Krobo","Aframase CHPS","Eastern","Operationalized","true",5,"GH1 Omenako"
"GH",705,"Asarekwao CHPS","ready_for_operations",1959,"Ghana","CHPS without midwife, Eastern",444,"2e0f913f9eea5b9fe3436f6af1114d57","Fanteakwa North","Asarekwao CHPS","Eastern","Operationalized","true",5,"GH1 Omenako"
"GH",762,"Mourso CHPS","ready_for_operations",1781,"","CHPS without midwife, Eastern",98,"c271541daff87677089a7174ad6c4771","Atiwa West","Muorso CHPS","Eastern","Suspended partially","true",5,"GH1 Omenako"
"GH",3938,"Essuekyir CHPS","ready_for_operations",2952,"","Central",703,"ecbe168a6406a452c03515c93b24d655","Effutu","Essuekyir CHPS (CR)","Central","Operationalized","true",5,"GH1 Omenako"
"GH",3881,"Asikuma HC","ready_for_operations",3226,"","Central, Health Center with PA",440,"b5a1d0480d8852382756b1870d7c4aae","Asikuma Odoben Brakwa","Asikuma HC(CR)","Central","Operationalized","true",5,"GH1 Omenako"
"GH",5418,"New Bakpa HC","ready_for_operations",2293,"Ghana","Central Tongu, HC Without a Doctor, RTSS Ordering Facilities, Volta Region",183,"f7b0f6b3e35036ba8b3c6123ad8f6724","Central Tongu","New Bakpa HC","Volta","Operationalized","true",11,"GH5 Anum"
"GH",5400,"Adidome District HSP","ready_for_operations",2046,"Ghana","Central Tongu, District Hospital, RTSS Ordering Facilities, Volta Region",101,"60bf5759aa42d111d87182ecf64d940e","Central Tongu","Adidome District HSP","Volta","Operationalized","true",11,"GH5 Anum"
"GH",3020,"St Martin's De-Porres HSP","inactive",2884,"Ghana","District Hospital, Eastern",455,"e1238d6e65c4804332603fa504e09f76","Lower Manya Krobo","St Martins de Porres HSP","Eastern","Obsolete","true",5,"GH1 Omenako"
"GH",2925,"Sakogu HC","ready_for_operations",2546,"Ghana","East Mamprusi, Health Center without a Doctor, North East",69,"fd6a8718f33f626b6b7ae65f0b3557ce","East Mamprusi","Sakogu HC","North East","Operationalized","true",8,"GH3 Vobsi"
"GH",50,"Oterkpolu HC","ready_for_operations",1981,"Ghana","Eastern, Health Center with MO",51,"b735567b921229b67b6371ba7a8bc812","Yilo Krobo","Oterkpolu HC","Eastern","Suspended partially","true",5,"GH1 Omenako"
"GH",2400,"Mepom HC","ready_for_operations",1371,"Ghana","Eastern, Health Center in Good Standing, Health Center with PA",234,"b70ab74789554593c891ded41354338c","Upper West Akim","Mepom HC","Eastern","Operationalized","true",5,"GH1 Omenako"
"GH",5178,"Sovie CHPS","ready_for_operations",2036,"Ghana","HC Without a Doctor, Kpando Municipal, RTSS Ordering Facilities, Volta Region",125,"ce530470ffe83d2e94d84a5b96ef7293","Kpando ","Sovie HC","Volta","Operationalized","true",11,"GH5 Anum"
"GH",5075,"Wajado CHPS","ready_for_operations",2416,"Ghana","Kpandai District, Northern, Northern CHPS without midwife",127,"f85e5a195ea24bb39bb2cfa933edccf0","Kpandai","Wajado CHPS","Northern","Operationalized","true",12,"GH6 Krachi"
"GH",5109,"Sabonjida Hc","ready_for_operations",2266,"Ghana","Kpandai District, Northern, Northern Health Centre without MO",139,"75a9bfa4f6b503f55fada9f0122e4c37","Kpandai","Sabonjida HC","Northern","Operationalized","true",12,"GH6 Krachi"
"GH",4924,"Dambai HC","ready_for_operations",1330,"Ghana","Krachi East, Oti, Oti Health Centre with MO",26,"1141d60ba34728f2154d5c24b0a64948","Krachi East","Dambai HC","Oti","Operationalized","true",12,"GH6 Krachi"
"GH",4927,"Katanga HC","ready_for_operations",1592,"Ghana","Krachi East, Oti, Oti Health Centre Without MO",29,"fe730fd9cd9b98398dcdad680140b5ca","Krachi East","Katanga HC","Oti","Operationalized","true",12,"GH6 Krachi"
"GH",5049,"Boafre CHPS","ready_for_operations",1114,"Ghana","Krachi Nchumuru, Oti, Oti CHPS without Midwife",84,"3eff27177934e451150104c9483597f6","Krachi Nchumuru","Boafri CHPS","Oti","Operationalized","true",12,"GH6 Krachi"
"GH",7953,"Aglakope CHPS","ready_for_operations",1110,"Ghana","Krachi West, Oti, Oti CHPS with Midwife",228,"de0e600cae8fef55b84de1022087620d","Krachi West","Aglakope CHPS","Oti","Operationalized","true",12,"GH6 Krachi"
"GH",5034,"Dadekro CHPS","ready_for_operations",246,"Ghana","Krachi West, Oti, Oti CHPS without Midwife",40,"d60da7a3f9aa7a136ea27fe9b919e076","Krachi West","Dadekro CHPS","Oti","Operationalized","true",12,"GH6 Krachi"
"GH",4960,"Ofosu CHPS","ready_for_operations",1588,"Ghana","Nkwanta South, Oti, Oti CHPS with Midwife",94,"0db3a4fe85dcec2f5810ef761d37e071","Nkwanta South","Ofosu CHPS","Oti","Operationalized","true",12,"GH6 Krachi"
"GH",3741,"Church of God (Offinso North) CL","ready_for_operations",1781,"GHANA","Ashanti Region (Vaccines), Ashanti Region Facilities, Health Center With Dr",225,"22a15b5e8da158ffbf9c12a9aba8101a","Offinso North","Church of God CL","Ashanti","Suspended partially","true",7,"GH2 Mpanya"
"GH",4459,"Duayaw Nkwanta HC","ready_for_operations",3244,"Ghana","Ashanti Region Facilities, Bono East, Ahafo Region Facilities, Health Center without Dr, [Deprecated]",311,"7ffd552ab16140b0632b54f606699097","Tano North","Duayaw Nkwanta HC","Ahafo","Operationalized","true",7,"GH2 Mpanya"
"GH",5403,"Avedo CHPS","ready_for_operations",2567,"Ghana","CHPS With a Midwife, Central Tongu, RTSS Ordering Facilities, Volta Region",84,"1205e4596493e997e683ad21560d82a0","Central Tongu","Avedo CHPS","Volta","Operationalized","true",11,"GH5 Anum"
"GH",4716,"Agortime CHPS","ready_for_operations",2444,"Ghana","CHPS Without a Midwife, Eastern Region, Kwahu Afram Plains North",137,"68220320ef27d68cc6ae2d8accd82ed4","Kwahu Afram Plains North","Agortime CHPS","Eastern","Operationalized","true",11,"GH5 Anum"
"GH",4251,"Lukula CHPS","ready_for_operations",2251,"Ghana","CHPS with a Midwife, CHPS without a Midwife, North Gonja, Savannah",183,"71c77d2bf192113fb1c9b4aef75ca015","North Gonja","Lukula CHPS","Savannah","Operationalized","true",8,"GH3 Vobsi"
"GH",4314,"Nsuaem II CHPS","ready_for_operations",2892,"Ghana","CHPS with a Midwife, Family Planning Facilities",323,"931396bd8075bf6a788b3e6621f76579","Wassa Amenfi East","Nsuaem II CHPS","Western","Operationalized","true",9,"GH4 Sefwi Wiawso"
"GH",3884,"Nankese CHPS","ready_for_operations",2335,"","CHPS with midwife, Central",496,"e1722b11cb9f30b6d2969d9b0630ed6d","Asikuma Odoben Brakwa","Nankese CHPS(CR)","Central","Operationalized","true",5,"GH1 Omenako"
"GH",2809,"Pankese CHPS","ready_for_operations",3074,"Ghana","CHPS with midwife, Eastern",211,"917ddfde8d87b270c277ad0de372cb11","Birim North","Pankese CHPS","Eastern","Suspended partially","true",5,"GH1 Omenako"
"GH",4087,"Babilie Nyania CHPS","ready_for_operations",3229,"Ghana","CHPS without a Midwife, Kassena Nankana West, Upper East",350,"e4d9fed05eaba4e04ef1190d877ac52f","Kassena Nankana West","Babilie-Nyania CHPS","Upper East","Operationalized","true",8,"GH3 Vobsi"
"GH",2045,"Jedua Kesse CHPS","ready_for_operations",1441,"Ghana","CHPS without a midwife, Family Planning Facilities",165,"7c1a34b1c9ca048e4ba7a895ef8a4518","Wassa Amenfi Central","Jedua-Kesse CHPS","Western","Operationalized","true",9,"GH4 Sefwi Wiawso"
"GH",4298,"Ampabena Betenase CHPS Compound","ready_for_operations",1979,"","CHPS without a midwife, Upper Denkyira West Facilities",430,"52937c3aeaacfb61338c2673ebfdebe1","Upper Denkyira West","Ampabena Betenase CHPS","Central","Operationalized","true",9,"GH4 Sefwi Wiawso"
"GH",1575,"Bokakore CHPS","ready_for_operations",982,"Ghana","CHPS without a midwife, Family Planning Facilities",197,"d38eb55ebd409dd36b074fd2035cd8a4","Wassa Amenfi West","Bokakore CHPS","Western","Operationalized","true",9,"GH4 Sefwi Wiawso"
"GH",4311,"Abesewa Gyaman CHPS","ready_for_operations",2650,"Ghana","CHPS without a midwife, Family Planning Facilities",324,"8a60f290bf4a8a5a3ac3c3026c5226b7","Wassa Amenfi East","Abesewa Gyaman CHPS","Western","Operationalized","true",9,"GH4 Sefwi Wiawso"
"GH",4378,"Abotareye CHPS","ready_for_operations",3020,"Ghana","CHPS without a midwife, Family Planning Facilities",375,"6837e39e244cd781bfabe6f9078cb5bb","Wassa Amenfi East","Abotareye CHPS","Western","Operationalized","true",9,"GH4 Sefwi Wiawso"
"GH",863,"Abigyakrom CHPS(CR)","ready_for_operations",2499,"","CHPS without midwife, Central",364,"e18465f07c8b7eda5608ea58a5458b55","Agona West","Abigyakrom CHPS(CR)","Central","Operationalized","true",5,"GH1 Omenako"
"GH",1879,"Ettukrom CHPS","ready_for_operations",797,"","CHPS without midwife, Eastern",679,"dba801a020f23d2a10415ee04235afb7","Abuakwa North","Ettukrom CHPS","Eastern","Operationalized","true",5,"GH1 Omenako"
"GH",2800,"Oyoko Zongo CHPS","ready_for_operations",878,"","CHPS without midwife, Eastern",526,"82d2bd1021eb2b15a995580834b76bc1","New Juaben North","Oyoko Zongo CHPS","Eastern","Operationalized","true",5,"GH1 Omenako"
"GH",3761,"Asuboa CHPS","ready_for_operations",2019,"","CHPS without midwife, Eastern",429,"b32ec339171bd7cdece3c9df82aabe4a","Birim Central","Herald Foundation CHPS","Eastern","Operationalized","false",5,"GH1 Omenako"
"GH",5632,"Gomoa Kumasi CHPS ","ready_for_operations",3045,"Ghana","CHPS without midwife, Central",793,"6753cdf2b1d2aa9495b8629608a534cd","Gomoa West","Gomoa Kumasi CHPS (CR)","Central","Operationalized","true",5,"GH1 Omenako"
"GH",703,"Akatawia CHPS","ready_for_operations",1732,"","CHPS without midwife, Eastern",115,"2211538fbb15788dedc91b4a30b8e92f","Upper Manya Krobo","Akatawia CHPS","Eastern","Operationalized","true",5,"GH1 Omenako"
"GH",965,"Afabeng CHPS","ready_for_operations",1116,"Ghana","CHPS without midwife, Eastern, UPPER WEST AKIM",238,"92a621affb141dcc40ca092bd158544f","Upper West Akim","Afabeng CHPS","Eastern","Operationalized","true",5,"GH1 Omenako"
"GH",1766,"Diaso HC","ready_for_operations",1497,"","Clinic/Health Centre with a Doctor/ Physician Assistant, Health Centre without a Doctor/ Physician Assistant ( with a Midwife), Upper Denkyira West Facilities",425,"0733665dda758f67c5caca00c28e2da9","Upper Denkyira West","Diaso HC","Central","Operationalized","true",9,"GH4 Sefwi Wiawso"
"GH",4773,"Mater Ecclesiae HSP","ready_for_operations",1163,"Ghana","District Hospital, Medical Stores, Volta Region",405,"fe4c2df81b638b4439c5723ee46f80c9","Ho Municipal","Volta Regional Medical Stores","Volta","Operationalized","false",11,"GH5 Anum"
"GH",786,"Pramkesse HC","ready_for_operations",1534,"Ghana","Eastern, Health Center with PA",160,"14f1779617cf0387eecef14b193d1d94","Kwaebibirem","Pramkese HC","Eastern","Suspended partially","true",5,"GH1 Omenako"
"GH",84,"Supreso HC","ready_for_operations",591,"","Eastern, Health Center with PA",389,"5386a68d24517c4480413dcbf25d5b82","Suhum","Supreso HC","Eastern","Operationalized","true",5,"GH1 Omenako"
"GH",637,"Bepong HC","ready_for_operations",2722,"Ghana","Eastern, Health Center with PA",488,"b45c22312a3e1cda3e36c5c38dc90b58","Kwahu South","Bepong HC","Eastern","Suspended partially","true",5,"GH1 Omenako"
"GH",5611,"Ave Dakpa HC","ready_for_operations",2883,"Ghana","HC Without a Doctor, RTSS Ordering Facilities, Volta Region",72,"47b617f1a07cbf88ec20ea33c561ba7f","Akatsi North","Ave Dakpa HC","Volta","Operationalized","true",11,"GH5 Anum"
"GH",4773,"Mater Ecclesiae HSP","ready_for_operations",1163,"Ghana","HC Without a Doctor, Volta Region",368,"5e84358dc2cf77b124dc48979cfb63e9","Ho Municipal","EP Church HC","Volta","Operationalized","false",11,"GH5 Anum"
"GH",5374,"Lekanti CHPS","ready_for_operations",3997,"Ghana","Jasikan District, Oti, Oti CHPS without Midwife",68,"c040e473c40b6390eea9be42694bdbb0","Jasikan","Lekanti CHPS","Oti","Operationalized","true",12,"GH6 Krachi"
"GH",4882,"Kute HC","ready_for_operations",3558,"Ghana","Jasikan District, Oti, Oti Health Centre Without MO",67,"a1d40fe545b32a787744f0f60a8e12e0","Jasikan","Kute HC","Oti","Operationalized","true",12,"GH6 Krachi"
"GH",4916,"St Mary Theresa HSP","ready_for_operations",2409,"Ghana","Kadjebi, Oti, Oti CHPS without Midwife",191,"713caae7fafdb69fb72bbb6c64cdfbba","Kadjebi","Papase-South CHPS","Oti","Suspended entirely","false",12,"GH6 Krachi"
"GH",4908,"Kadjebi HC","ready_for_operations",2469,"Ghana","Kadjebi, Oti, Oti CHPS with Midwife",184,"a9b7faeb337cfd14386cfd416beba6f7","Kadjebi","Kadjebi Dubonku CHPS","Oti","Suspended entirely","false",12,"GH6 Krachi"
"GH",4091,"War Memorial HSP","ready_for_operations",2789,"Ghana","Kassena Nankana East, Upper East",388,"ecf052b9ea5bb2550c0937ce1ef9ee0e","Kassena Nankana East","Navrongo Health  Research Center (NHRC)","Upper East","Operationalized","false",8,"GH3 Vobsi"
"GH",4935,"Tokuroano HC","ready_for_operations",1330,"Ghana","Krachi East, Oti, Oti Health Centre Without MO",36,"faad9c225f901e774229b52314968bc5","Krachi East","Tokuroano HC","Oti","Operationalized","true",12,"GH6 Krachi"
"GH",5054,"Gyato Chayo CHPS","ready_for_operations",1444,"Ghana","Krachi Nchumuru, Oti, Oti CHPS with Midwife",86,"9ef0059d2b35bbfa44bdf145a33e5a74","Krachi Nchumuru","Gyato Chayo CHPS","Oti","Operationalized","true",12,"GH6 Krachi"
"GH",7952,"Gyaesayor CHPS","ready_for_operations",341,"Ghana","Krachi West, Oti, Oti CHPS without Midwife",242,"02d686d028462f7f6f103cf91d48d24f","Krachi West","Gyaesayor CHPS","Oti","Operationalized","true",12,"GH6 Krachi"
"GH",7959,"Gimam CHPS","ready_for_operations",2985,"Ghana","Nanumba South, Northern, Northern CHPS without midwife",262,"2d3fff958c2bf5318d699c2fc396ab55","Nanumba South","Gimam CHPS","Northern","Operationalized","true",12,"GH6 Krachi"
"GH",4963,"Pusupu HC","ready_for_operations",2481,"Ghana","Nkwanta South, Oti, Oti CHPS with Midwife",45,"f1f788ef6c5443628b40628c97807534","Nkwanta South","Pusupu CHPS","Oti","Operationalized","true",12,"GH6 Krachi"
"GH",3966,"Aduosia CHPS","ready_for_operations",2598,"Ghana","CHPS without midwife, Central",524,"b85b9800efbefd610ac9b9908a27e109","Asikuma Odoben Brakwa","Aduosia CHPS(CR)","Central","Operationalized","true",5,"GH1 Omenako"
"GH",713,"Frankadua HC","inactive",3795,"Ghana","Eastern",543,"77403320f4465d5ad62b09d1a44971eb","Asuogyaman","Frankadua CHPS","Eastern","Obsolete","true",5,"GH1 Omenako"
"GH",696,"Atimpoku HC","ready_for_operations",1003,"Ghana","Eastern Region, HC Without a Doctor",342,"b1e490d5ca7366a3546cfb060fdddb8c","Asuogyaman","Atimpoku HC","Eastern","Obsolete","true",11,"GH5 Anum"
"GH",5615,"Cuniberto CL","ready_for_operations",3172,"Ghana","HC Without a Doctor, RTSS Ordering Facilities, Volta Region",47,"d7ebce9395e8556f684962d9cf8f20cd","Akatsi South","Cuniberto CL","Volta","Operationalized","true",11,"GH5 Anum"
"GH",2932,"Salvation Army HC","ready_for_operations",527,"Ghana","Kokoteasua D/A Primary School",410,"a4f1688fdf1733d9e5e30fad1a58e018","Sekyere South","Kokoteasua D/A Primary School","Ashanti","Suspended entirely","false",7,"GH2 Mpanya"
"GH",4854,"Todome CHPS","ready_for_operations",1077,"Ghana","Kpeve Circuit",473,"86f8baa66c7fe86ee20c42f3f86e58c4",,"Todome E.P. 'A' & 'B'","Kpeve Circuit Volta","Created","false",11,"GH5 Anum"
"GH",4958,"Odomi CHPS","ready_for_operations",2974,"Ghana","Nkwanta South, Oti, Oti CHPS without Midwife",108,"c371c70ff47340b08a6865ea3a2876ab","Nkwanta South","Odomi CHPS","Oti","Operationalized","true",12,"GH6 Krachi"
"GH",4850,"Dzake HC","ready_for_operations",331,"Ghana","Peki South Circuit, School",438,"0579348f12e170014532b11cd9f0397a","South Dayi","Peki Dzake E.P. Primary 'C' SCH","Volta","Created","false",11,"GH5 Anum"
"GH",4327,"Karlo HC","ready_for_operations",2154,"Ghana","Suaman Facilities, suaman",467,"25e699abd7764ce6a5da9b08e27d0ce7","Suaman","Suiano DA Basic Sch","Western North","Suspended entirely","false",9,"GH4 Sefwi Wiawso"
"GH",114,"Eastern Regional HSP","ready_for_operations",937,"Ghana","",852,"9f2d99a441f44126f523aaae34234683","New Juaben South","Ohenmaa Park CHPS","Eastern","Suspended entirely","false",5,"GH1 Omenako"
"GH",2725,"Ofoase Urban CHPS","ready_for_operations",3602,"","",623,"762ec0a5ee480594f32f3b738a50b260","Akyemansa","Akyemansa","","Obsolete","false",5,"GH1 Omenako"
"GH",2,"GH2_WFH","ready_for_operations",135,"Ghana","",391,"f1b6af38a43d846c3499db9e6945473b",,"Veterinary Drug House","Ashanti","Operationalized","false",7,"GH2 Mpanya"
"GH",3557,"Pepease HC","ready_for_operations",3447,"Ghana","",883,"70423fd2ee5cc11859253c262895e620","Kwahu East","Miaso CHPS","Eastern Region","Operationalized","false",5,"GH1 Omenako"
"GH",4316,"Bibianiha (W. A. East) CHPS","ready_for_operations",2394,"","",438,"837244c789a9f6ba66178277efd46c3a","Wassa Amenfi East","Bibianiha (W. A. East) CHPS","Western","Created","true",9,"GH4 Sefwi Wiawso"
"GH",3643,"Asantemang CHPS","ready_for_operations",1958,"","",625,"9b5609217b878fd8ab750ed78f05ee8e","Birim Central","Birim Central","","Obsolete","false",5,"GH1 Omenako"
"GH",114,"Eastern Regional HSP","ready_for_operations",937,"Ghana","",864,"01c8ddafdd8198c326228678c2bb7fcb","New Juaben South","Ankwesu Asibey CHPS","Eastern","Suspended entirely","false",5,"GH1 Omenako"
"GH",4,"Ekye HC","inactive",3260,"Ghana","",514,"18e68745fa0d618190e15d305ff5cf0f","Kwahu Afram Plains South","Holy Spirit HC","Eastern","Obsolete","false",5,"GH1 Omenako"
"GH",54,"Akroso HC","ready_for_operations",1899,"Ghana","",722,"86266aa70684eb10945ec923cbce9a21","Asene Manso Akroso","Asene Manso Akroso","Eastern","Obsolete","false",5,"GH1 Omenako"
"GH",4843,"Vakpo HC","ready_for_operations",1907,"Ghana","",477,"0c28988cfd896586fd9372cd99bc1633","North Dayi","Vakpo Gboxome","Volta","Created","false",11,"GH5 Anum"
"GH",1840,"Ejisu Government HSP","ready_for_operations",1667,"","",416,"86c81e525bc2c99091904b2d8267ed19","Ejisu Municipal","Shamo Farms & Trading Ent.","Ashanti","Created","false",7,"GH2 Mpanya"
"GH",1502,"Asankran Breman HC","ready_for_operations",1444,"Ghana","ART TEST FACILITIES, Clinic/Health Centre with a Doctor/ Physician Assistant, Family Planning Facilities",131,"2de6619e5d74125b340a45134334a4ca","Wassa Amenfi West","Asankran-Breman HC","Western","Operationalized","true",9,"GH4 Sefwi Wiawso"
"GH",941,"Adjakaa Manso HC","ready_for_operations",1239,"Ghana","ART TEST FACILITIES, Clinic/Health Centre with a Doctor/ Physician Assistant, Family Planning Facilities",120,"cdfdfa5d3541cc6ac887d030f52fc6c3","Wassa Amenfi Central","Adjakaa Manso HC","Western","Operationalized","true",9,"GH4 Sefwi Wiawso"
"GH",1,"Enyiresi HSP","ready_for_operations",1739,"","ARV site, Accredited by NBS, Approved Family Planning Sites, District Hospital, Eastern",1,"12426c956d1bc5017082b12a969b0b7c","Atiwa East","Enyiresi HSP","Eastern","Operationalized","true",5,"GH1 Omenako"
"GH",5,"Asamankese Government HSP","ready_for_operations",1417,"","ARV site, Accredited by NBS, District Hospital, Eastern",6,"fb95759984296d1ec1a8a941ae769c2b","West Akim","Asamankese HSP","Eastern","Operationalized","true",5,"GH1 Omenako"
"GH",47,"Adaniagya CHPS","ready_for_operations",855,"Ghana","ARV site, Accredited by NBS, District Hospital, Eastern",161,"91df16e6bc15742646de03318732604e","New Juaben North","Koforidua SDA HSP","Eastern","Operationalized","false",5,"GH1 Omenako"
"GH",4,"Ekye HC","inactive",3260,"","ARV site, AS/AR HC/CHPS, Eastern, Health Center with PA",20,"290c1aa4abff5667a69f6b92f1df9e57","Kwahu Afram Plains South","Presby HC (Ekye Amanfrom)","Eastern","Obsolete","true",5,"GH1 Omenako"
"GH",3648,"Manso HC","ready_for_operations",1956,"Ghana","AS/AR HC/CHPS, ASENE MANSO AKROSO DISTRICT, Eastern, Health Center in Good Standing, Health Center without PA",422,"954e4b2f7ee14212e63f52c62da64487","Asene Manso Akroso","Manso HC","Eastern","Operationalized","true",5,"GH1 Omenako"
"GH",3037,"St. Michael's Catholic HSP","ready_for_operations",2382,"Ghana","Accredited by CZBC-KATH, Ashanti Region (Vaccines), Ashanti Region Facilities, District Hospital",6,"c0a3056327cfa3486f48201b4f88a5fa","Bosomtwe","St. Michael's Catholic HSP","Ashanti","Operationalized","true",7,"GH2 Mpanya"
"GH",3896,"Paga HSP","ready_for_operations",3251,"Ghana","Accredited by NBS, District Hospital, Kassena Nankana West, Upper East",315,"f782df46692d141b26003339eed0c3f2","Kassena Nankana West","Paga HSP","Upper East","Operationalized","true",8,"GH3 Vobsi"
"GH",2,"New Tafo Government HSP","ready_for_operations",942,"","Accredited by NBS, Approved Family Planning Sites, District Hospital, Eastern",2,"2db0874cc1843a7520d8d5fc2f8e3f37","Abuakwa North","New Tafo HSP","Eastern","Operationalized","true",5,"GH1 Omenako"
"GH",8021,"Adaklu Anfoe CHPS","ready_for_operations",2055,"Ghana","Adaklu Anfoe CHPS, Adaklu District Facilities, CHPS With a Midwife, CHPS Without a Midwife, Volta Region",308,"7b97db94165d5d17ca2c7c4660312d2c","Adaklu","Adaklu Anfoe CHPS","Volta","Operationalized","true",11,"GH5 Anum"
"GH",4802,"Have CHPS","ready_for_operations",1229,"Ghana","Adaklu District Facilities, CHPS With a Midwife, Kodzobi HC, Volta Region",309,"27b509805326ba94b047a8e685460a7c","Adaklu","Kodzobi CHPS","Volta","Operationalized","false",11,"GH5 Anum"
"GH",5373,"Kpetsu CHPS","ready_for_operations",1571,"Ghana","Adaklu District Facilities, CHPS With a Midwife, Volta Region",51,"74047dfabeb8357ac8f401dc31e50d7b","Adaklu","Kpetsu CHPS","Volta","Operationalized","true",11,"GH5 Anum"
"GH",5392,"Tafi Agome CHPS","ready_for_operations",1954,"Ghana","Afadzato South DHD, CHPS Without a Midwife, Volta Region",417,"a6ea9e9edb398c54de5904506339a45c","Afadzato South","Tafi Abuife CHPS","Volta","Operationalized","false",11,"GH5 Anum"
"GH",12432,"Yevi CHPS","ready_for_operations",2608,"Ghana","Agortime-Ziope, CHPS Without a Midwife, Volta Region",464,"eb0a99a54017c7096429e52b227684da","Agortime Ziope","Yevi CHPS","Volta","Created","true",11,"GH5 Anum"
"GH",5785,"Keyime CHPS","ready_for_operations",2393,"Ghana","Agortime-Ziope, CHPS Without a Midwife, Volta Region",324,"3747f4b12596d64a6a4704ea38d2f40f","Agortime Ziope","Keyime CHPS","Volta","Operationalized","true",11,"GH5 Anum"
"GH",8028,"Silandre CHPS","ready_for_operations",2335,"Ghana","Agortime-Ziope, CHPS With a Midwife, Volta Region",403,"a63186140171e331c1e6d92daed22d36","Agortime Ziope","Silandre CHPS","Volta","Operationalized","true",11,"GH5 Anum"
"GH",4319,"Akotosu CHPS","ready_for_operations",2420,"Ghana","Ahafo Facilities, CHPS with a Midwife",285,"837984754bf99564caeb1a2ba7eb389e","Asutifi South","Akotosu CHPS","Ahafo","Operationalized","true",9,"GH4 Sefwi Wiawso"
"GH",5627,"New Market HC(Akatsi South)","ready_for_operations",2999,"Ghana","Akatsi South, CHPS Without a Midwife, Volta Region",358,"1c42a40fa4076998d4e847bbd8b9e2f3","Akatsi South","Anyidzime-Zuta CHPS","Volta","Operationalized","false",11,"GH5 Anum"
"GH",5684,"Akrusu CHPS","ready_for_operations",2217,"Ghana","Akrusu Chps, CHPS without midwife, Eastern, UPPER MANYA SOLE DELIVERY",805,"9e744f4028d05de24cbab4017c3c529a","Upper Manya Krobo","Akrusu CHPS","Eastern Region","Operationalized","true",5,"GH1 Omenako"
"GH",5471,"Asemkrom CHPS","ready_for_operations",3550,"Ghana","Aowin Facilities, CHPS without a midwife, Family Planning Facilities",172,"76dd5dc4e7dc5c2c4fa71a59ca08f0db","Aowin","Asemkrom CHPS","Western North","Operationalized","true",9,"GH4 Sefwi Wiawso"
"GH",3983,"Old Yakasi CHPS","ready_for_operations",2136,"Ghana","Aowin Facilities, CHPS without a midwife, Family Planning Facilities",98,"562802ffffa9c752cd9e88cf469581a7","Aowin","Old Yakasi CHPS","Western North","Operationalized","true",9,"GH4 Sefwi Wiawso"
